job_maxsal,user_ctc,max_salary_score
"< Rs 50,000 / Yr",Rs 0 / Yr,0.564021164
"< Rs 50,000 / Yr",Rs 1.0 - 1.5 Lakh / Yr,0.071957672
"< Rs 50,000 / Yr",Rs 1.5 - 2.0 Lakh / Yr,0.046560847
"< Rs 50,000 / Yr",Rs 10 - 12 Lakh / Yr,0.003174603
"< Rs 50,000 / Yr",Rs 12 - 14 Lakh / Yr,0.005291005
"< Rs 50,000 / Yr",Rs 14 - 16 Lakh / Yr,0.004232804
"< Rs 50,000 / Yr",Rs 16 - 18 Lakh / Yr,0.001058201
"< Rs 50,000 / Yr",Rs 18 - 20 Lakh / Yr,0.001058201
"< Rs 50,000 / Yr",Rs 2.0 - 2.5 Lakh / Yr,0.084656085
"< Rs 50,000 / Yr",Rs 2.5 - 3.0 Lakh / Yr,0.027513228
"< Rs 50,000 / Yr",Rs 20 - 22 Lakh / Yr,0.001058201
"< Rs 50,000 / Yr",Rs 3.0 - 3.5 Lakh / Yr,0.063492063
"< Rs 50,000 / Yr",Rs 3.5 - 4.0 Lakh / Yr,0.022222222
"< Rs 50,000 / Yr",Rs 4.0 - 4.5 Lakh / Yr,0.032804233
"< Rs 50,000 / Yr",Rs 4.5 - 5.0 Lakh / Yr,0.004232804
"< Rs 50,000 / Yr",Rs 5 - 6 Lakh / Yr,0.024338624
"< Rs 50,000 / Yr","Rs 50,000 - 1 Lakh / Yr",0.011640212
"< Rs 50,000 / Yr",Rs 6 - 7 Lakh / Yr,0.011640212
"< Rs 50,000 / Yr",Rs 7 - 8 Lakh / Yr,0.010582011
"< Rs 50,000 / Yr",Rs 8 - 9 Lakh / Yr,0.006349206
"< Rs 50,000 / Yr",Rs 9 - 10 Lakh / Yr,0.002116402
> Rs 50 Lakh / Yr,"< Rs 50,000 / Yr",0.002207506
> Rs 50 Lakh / Yr,Rs 0 / Yr,0.293598234
> Rs 50 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.041942605
> Rs 50 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.04415011
> Rs 50 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.039735099
> Rs 50 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.037527594
> Rs 50 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.017660044
> Rs 50 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.011037528
> Rs 50 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.024282561
> Rs 50 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.086092715
> Rs 50 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.037527594
> Rs 50 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.008830022
> Rs 50 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.004415011
> Rs 50 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.01986755
> Rs 50 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.011037528
> Rs 50 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.050772627
> Rs 50 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.017660044
> Rs 50 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.011037528
> Rs 50 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.002207506
> Rs 50 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.002207506
> Rs 50 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.037527594
> Rs 50 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.015452539
> Rs 50 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.002207506
> Rs 50 Lakh / Yr,Rs 46 - 48 Lakh / Yr,0.002207506
> Rs 50 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.048565121
> Rs 50 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.011037528
> Rs 50 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.004415011
> Rs 50 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.039735099
> Rs 50 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.035320088
> Rs 50 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.01986755
> Rs 50 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.01986755
Rs 1.0 - 1.5 Lakh / Yr,"< Rs 50,000 / Yr",0.002772131
Rs 1.0 - 1.5 Lakh / Yr,Rs 0 / Yr,0.533173166
Rs 1.0 - 1.5 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.158011458
Rs 1.0 - 1.5 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.061541305
Rs 1.0 - 1.5 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.004435409
Rs 1.0 - 1.5 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.002217705
Rs 1.0 - 1.5 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.002587322
Rs 1.0 - 1.5 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.000924044
Rs 1.0 - 1.5 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.000554426
Rs 1.0 - 1.5 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.085566439
Rs 1.0 - 1.5 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.01737202
Rs 1.0 - 1.5 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.000369617
Rs 1.0 - 1.5 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.000184809
Rs 1.0 - 1.5 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.000369617
Rs 1.0 - 1.5 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.000369617
Rs 1.0 - 1.5 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.032156718
Rs 1.0 - 1.5 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.010903715
Rs 1.0 - 1.5 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.000739235
Rs 1.0 - 1.5 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.012566993
Rs 1.0 - 1.5 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.003326557
Rs 1.0 - 1.5 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.000369617
Rs 1.0 - 1.5 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.008316393
Rs 1.0 - 1.5 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.000554426
Rs 1.0 - 1.5 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.04915912
Rs 1.0 - 1.5 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.004435409
Rs 1.0 - 1.5 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.004620218
Rs 1.0 - 1.5 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.001663279
Rs 1.0 - 1.5 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.000739235
Rs 1.5 - 2.0 Lakh / Yr,"< Rs 50,000 / Yr",0.00191014
Rs 1.5 - 2.0 Lakh / Yr,Rs 0 / Yr,0.414666556
Rs 1.5 - 2.0 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.198156299
Rs 1.5 - 2.0 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.106635661
Rs 1.5 - 2.0 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.002242339
Rs 1.5 - 2.0 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.001577942
Rs 1.5 - 2.0 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.001245744
Rs 1.5 - 2.0 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.000249149
Rs 1.5 - 2.0 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.000664397
Rs 1.5 - 2.0 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.142679179
Rs 1.5 - 2.0 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.030645295
Rs 1.5 - 2.0 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.000415248
Rs 1.5 - 2.0 Lakh / Yr,Rs 22 - 24 Lakh / Yr,8.30E-05
Rs 1.5 - 2.0 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.000166099
Rs 1.5 - 2.0 Lakh / Yr,Rs 28 - 30 Lakh / Yr,8.30E-05
Rs 1.5 - 2.0 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.040694294
Rs 1.5 - 2.0 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.012706586
Rs 1.5 - 2.0 Lakh / Yr,Rs 30 - 32 Lakh / Yr,8.30E-05
Rs 1.5 - 2.0 Lakh / Yr,Rs 34 - 36 Lakh / Yr,8.30E-05
Rs 1.5 - 2.0 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.011128644
Rs 1.5 - 2.0 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.003737231
Rs 1.5 - 2.0 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.000166099
Rs 1.5 - 2.0 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.006311768
Rs 1.5 - 2.0 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.000664397
Rs 1.5 - 2.0 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.014699776
Rs 1.5 - 2.0 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.003737231
Rs 1.5 - 2.0 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.00207624
Rs 1.5 - 2.0 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.001744041
Rs 1.5 - 2.0 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.000747446
Rs 10 - 12 Lakh / Yr,Rs 0 / Yr,0.044656489
Rs 10 - 12 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.016793893
Rs 10 - 12 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.014885496
Rs 10 - 12 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.057633588
Rs 10 - 12 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.035496183
Rs 10 - 12 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.020992366
Rs 10 - 12 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.006870229
Rs 10 - 12 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.008015267
Rs 10 - 12 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.056870229
Rs 10 - 12 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.036641221
Rs 10 - 12 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.003816794
Rs 10 - 12 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.001908397
Rs 10 - 12 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.004580153
Rs 10 - 12 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.000763359
Rs 10 - 12 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.072137405
Rs 10 - 12 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.059160305
Rs 10 - 12 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.001526718
Rs 10 - 12 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.000381679
Rs 10 - 12 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.001526718
Rs 10 - 12 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.070610687
Rs 10 - 12 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.053435115
Rs 10 - 12 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.000763359
Rs 10 - 12 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.101145038
Rs 10 - 12 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.003435115
Rs 10 - 12 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.004961832
Rs 10 - 12 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.117175573
Rs 10 - 12 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.08740458
Rs 10 - 12 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.065267176
Rs 10 - 12 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.051145038
Rs 12 - 14 Lakh / Yr,"< Rs 50,000 / Yr",0.00118624
Rs 12 - 14 Lakh / Yr,Rs 0 / Yr,0.070778964
Rs 12 - 14 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.019375247
Rs 12 - 14 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.013048636
Rs 12 - 14 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.089363385
Rs 12 - 14 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.05061289
Rs 12 - 14 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.036378015
Rs 12 - 14 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.015421115
Rs 12 - 14 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.017398181
Rs 12 - 14 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.044681692
Rs 12 - 14 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.020561487
Rs 12 - 14 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.008699091
Rs 12 - 14 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.005140372
Rs 12 - 14 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.013839462
Rs 12 - 14 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.002372479
Rs 12 - 14 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.002767892
Rs 12 - 14 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.05179913
Rs 12 - 14 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.030446817
Rs 12 - 14 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.003954132
Rs 12 - 14 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.00118624
Rs 12 - 14 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.002372479
Rs 12 - 14 Lakh / Yr,Rs 38 - 40 Lakh / Yr,0.000395413
Rs 12 - 14 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.054567023
Rs 12 - 14 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.033214709
Rs 12 - 14 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.001581653
Rs 12 - 14 Lakh / Yr,Rs 42 - 44 Lakh / Yr,0.000790826
Rs 12 - 14 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.000790826
Rs 12 - 14 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.001977066
Rs 12 - 14 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.101621194
Rs 12 - 14 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.008303677
Rs 12 - 14 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.001977066
Rs 12 - 14 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.109134045
Rs 12 - 14 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.067615658
Rs 12 - 14 Lakh / Yr,Rs 75 Lakh - 1 Crore / Yr,0.000790826
Rs 12 - 14 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.063266113
Rs 12 - 14 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.052589957
Rs 14 - 16 Lakh / Yr,Rs 0 / Yr,0.074581431
Rs 14 - 16 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.022070015
Rs 14 - 16 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.020547945
Rs 14 - 16 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.085235921
Rs 14 - 16 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.092846271
Rs 14 - 16 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.046423135
Rs 14 - 16 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.020547945
Rs 14 - 16 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.01369863
Rs 14 - 16 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.041856925
Rs 14 - 16 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.02130898
Rs 14 - 16 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.009893455
Rs 14 - 16 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.00304414
Rs 14 - 16 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.00304414
Rs 14 - 16 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.000761035
Rs 14 - 16 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.00304414
Rs 14 - 16 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.049467275
Rs 14 - 16 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.04718417
Rs 14 - 16 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.00152207
Rs 14 - 16 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.000761035
Rs 14 - 16 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.052511416
Rs 14 - 16 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.041856925
Rs 14 - 16 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.002283105
Rs 14 - 16 Lakh / Yr,Rs 42 - 44 Lakh / Yr,0.000761035
Rs 14 - 16 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.000761035
Rs 14 - 16 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.057838661
Rs 14 - 16 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.005327245
Rs 14 - 16 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.002283105
Rs 14 - 16 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.089041096
Rs 14 - 16 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.073059361
Rs 14 - 16 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.057838661
Rs 14 - 16 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.058599696
Rs 16 - 18 Lakh / Yr,Rs 0 / Yr,0.097931034
Rs 16 - 18 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.023448276
Rs 16 - 18 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.013793103
Rs 16 - 18 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.108965517
Rs 16 - 18 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.096551724
Rs 16 - 18 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.071724138
Rs 16 - 18 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.048275862
Rs 16 - 18 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.024827586
Rs 16 - 18 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.031724138
Rs 16 - 18 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.023448276
Rs 16 - 18 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.017931034
Rs 16 - 18 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.004137931
Rs 16 - 18 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.020689655
Rs 16 - 18 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.002758621
Rs 16 - 18 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.026206897
Rs 16 - 18 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.019310345
Rs 16 - 18 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.011034483
Rs 16 - 18 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.004137931
Rs 16 - 18 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.004137931
Rs 16 - 18 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.002758621
Rs 16 - 18 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.048275862
Rs 16 - 18 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.020689655
Rs 16 - 18 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.00137931
Rs 16 - 18 Lakh / Yr,Rs 42 - 44 Lakh / Yr,0.00137931
Rs 16 - 18 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.002758621
Rs 16 - 18 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.00137931
Rs 16 - 18 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.042758621
Rs 16 - 18 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.006896552
Rs 16 - 18 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.052413793
Rs 16 - 18 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.08137931
Rs 16 - 18 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.044137931
Rs 16 - 18 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.042758621
Rs 18 - 20 Lakh / Yr,Rs 0 / Yr,0.079173838
Rs 18 - 20 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.012048193
Rs 18 - 20 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.024096386
Rs 18 - 20 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.101549053
Rs 18 - 20 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.084337349
Rs 18 - 20 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.060240964
Rs 18 - 20 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.037865749
Rs 18 - 20 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.029259897
Rs 18 - 20 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.036144578
Rs 18 - 20 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.020654045
Rs 18 - 20 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.018932874
Rs 18 - 20 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.006884682
Rs 18 - 20 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.008605852
Rs 18 - 20 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.00172117
Rs 18 - 20 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.049913941
Rs 18 - 20 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.030981067
Rs 18 - 20 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.003442341
Rs 18 - 20 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.056798623
Rs 18 - 20 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.017211704
Rs 18 - 20 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.003442341
Rs 18 - 20 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.060240964
Rs 18 - 20 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.003442341
Rs 18 - 20 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.00172117
Rs 18 - 20 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.067125645
Rs 18 - 20 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.048192771
Rs 18 - 20 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.067125645
Rs 18 - 20 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.068846816
Rs 2.0 - 2.5 Lakh / Yr,"< Rs 50,000 / Yr",0.001661617
Rs 2.0 - 2.5 Lakh / Yr,Rs 0 / Yr,0.338236732
Rs 2.0 - 2.5 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.133124817
