job_minsal,user_ctc,min_salary_score
Rs 4.5 - 5.0 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.004721435
Rs 4.5 - 5.0 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.115675165
Rs 4.5 - 5.0 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.057601511
Rs 4.5 - 5.0 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.033050047
Rs 4.5 - 5.0 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.026440038
Rs 40 - 42 Lakh / Yr,Rs 0 / Yr,0.392857143
Rs 40 - 42 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.125
Rs 40 - 42 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.053571429
Rs 40 - 42 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.089285714
Rs 40 - 42 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.035714286
Rs 40 - 42 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.017857143
Rs 40 - 42 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.035714286
Rs 40 - 42 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.035714286
Rs 40 - 42 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.017857143
Rs 44 - 46 Lakh / Yr,Rs 26 - 28 Lakh / Yr,1
Rs 46 - 48 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.5
Rs 46 - 48 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.5
Rs 48 - 50 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.142857143
Rs 48 - 50 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.142857143
Rs 48 - 50 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.142857143
Rs 48 - 50 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.285714286
Rs 48 - 50 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.285714286
Rs 5 - 6 Lakh / Yr,"< Rs 50,000 / Yr",0.000381243
Rs 5 - 6 Lakh / Yr,Rs 0 / Yr,0.065955013
Rs 5 - 6 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.020968357
Rs 5 - 6 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.016393443
Rs 5 - 6 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.040030499
Rs 5 - 6 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.020968357
Rs 5 - 6 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.014868471
Rs 5 - 6 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.006862371
Rs 5 - 6 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.001143729
Rs 5 - 6 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.064811285
Rs 5 - 6 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.036599314
Rs 5 - 6 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.003431186
Rs 5 - 6 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.001906214
Rs 5 - 6 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.001906214
Rs 5 - 6 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.001524971
Rs 5 - 6 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.001524971
Rs 5 - 6 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.105223027
Rs 5 - 6 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.057186428
Rs 5 - 6 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.000381243
Rs 5 - 6 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.000381243
Rs 5 - 6 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.000762486
Rs 5 - 6 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.07624857
Rs 5 - 6 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.048036599
Rs 5 - 6 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.000381243
Rs 5 - 6 Lakh / Yr,Rs 42 - 44 Lakh / Yr,0.000381243
Rs 5 - 6 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.000381243
Rs 5 - 6 Lakh / Yr,Rs 46 - 48 Lakh / Yr,0.000381243
Rs 5 - 6 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.150972169
Rs 5 - 6 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.001524971
Rs 5 - 6 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.002287457
Rs 5 - 6 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.112847884
Rs 5 - 6 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.060236371
Rs 5 - 6 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.048799085
Rs 5 - 6 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.034311857
Rs 50 - 50 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.166666667
Rs 50 - 50 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.166666667
Rs 50 - 50 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.166666667
Rs 50 - 50 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.166666667
Rs 50 - 50 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.166666667
Rs 50 - 50 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.166666667
"Rs 50,000 - 1 Lakh / Yr","< Rs 50,000 / Yr",0.001429209
"Rs 50,000 - 1 Lakh / Yr",Rs 0 / Yr,0.277355962
"Rs 50,000 - 1 Lakh / Yr",Rs 1.0 - 1.5 Lakh / Yr,0.162572577
"Rs 50,000 - 1 Lakh / Yr",Rs 1.5 - 2.0 Lakh / Yr,0.141313086
"Rs 50,000 - 1 Lakh / Yr",Rs 10 - 12 Lakh / Yr,0.003573024
"Rs 50,000 - 1 Lakh / Yr",Rs 12 - 14 Lakh / Yr,0.002769093
"Rs 50,000 - 1 Lakh / Yr",Rs 14 - 16 Lakh / Yr,0.002769093
"Rs 50,000 - 1 Lakh / Yr",Rs 16 - 18 Lakh / Yr,0.001071907
"Rs 50,000 - 1 Lakh / Yr",Rs 18 - 20 Lakh / Yr,0.000446628
"Rs 50,000 - 1 Lakh / Yr",Rs 2.0 - 2.5 Lakh / Yr,0.188209022
"Rs 50,000 - 1 Lakh / Yr",Rs 2.5 - 3.0 Lakh / Yr,0.051362215
"Rs 50,000 - 1 Lakh / Yr",Rs 20 - 22 Lakh / Yr,0.000267977
"Rs 50,000 - 1 Lakh / Yr",Rs 22 - 24 Lakh / Yr,0.000267977
"Rs 50,000 - 1 Lakh / Yr",Rs 24 - 26 Lakh / Yr,0.000267977
"Rs 50,000 - 1 Lakh / Yr",Rs 26 - 28 Lakh / Yr,0.000267977
"Rs 50,000 - 1 Lakh / Yr",Rs 3.0 - 3.5 Lakh / Yr,0.065386333
"Rs 50,000 - 1 Lakh / Yr",Rs 3.5 - 4.0 Lakh / Yr,0.020276909
"Rs 50,000 - 1 Lakh / Yr",Rs 30 - 32 Lakh / Yr,0.000357302
"Rs 50,000 - 1 Lakh / Yr",Rs 34 - 36 Lakh / Yr,8.93E-05
"Rs 50,000 - 1 Lakh / Yr",Rs 36 - 38 Lakh / Yr,8.93E-05
"Rs 50,000 - 1 Lakh / Yr",Rs 4.0 - 4.5 Lakh / Yr,0.017597142
"Rs 50,000 - 1 Lakh / Yr",Rs 4.5 - 5.0 Lakh / Yr,0.006342117
"Rs 50,000 - 1 Lakh / Yr",Rs 40 - 42 Lakh / Yr,0.000178651
"Rs 50,000 - 1 Lakh / Yr",Rs 5 - 6 Lakh / Yr,0.010897722
"Rs 50,000 - 1 Lakh / Yr",Rs 50 - 50 Lakh / Yr,0.000267977
"Rs 50,000 - 1 Lakh / Yr","Rs 50,000 - 1 Lakh / Yr",0.028584189
"Rs 50,000 - 1 Lakh / Yr",Rs 6 - 7 Lakh / Yr,0.008217954
"Rs 50,000 - 1 Lakh / Yr",Rs 7 - 8 Lakh / Yr,0.004287628
"Rs 50,000 - 1 Lakh / Yr",Rs 8 - 9 Lakh / Yr,0.002411791
"Rs 50,000 - 1 Lakh / Yr",Rs 9 - 10 Lakh / Yr,0.001071907
Rs 6 - 7 Lakh / Yr,Rs 0 / Yr,0.057533261
Rs 6 - 7 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.022294139
Rs 6 - 7 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.01869831
Rs 6 - 7 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.057533261
Rs 6 - 7 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.042071197
Rs 6 - 7 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.024092053
Rs 6 - 7 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.012585401
Rs 6 - 7 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.013304567
Rs 6 - 7 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.052858684
Rs 6 - 7 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.032002877
Rs 6 - 7 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.003236246
Rs 6 - 7 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.001438332
Rs 6 - 7 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.005393743
Rs 6 - 7 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.000359583
Rs 6 - 7 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.001078749
Rs 6 - 7 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.061848256
Rs 6 - 7 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.050341604
Rs 6 - 7 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.001438332
Rs 6 - 7 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.000359583
Rs 6 - 7 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.000719166
Rs 6 - 7 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.073354908
Rs 6 - 7 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.048903272
Rs 6 - 7 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.001438332
Rs 6 - 7 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.000359583
Rs 6 - 7 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.088097807
Rs 6 - 7 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.004674577
Rs 6 - 7 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.003595829
Rs 6 - 7 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.12837109
Rs 6 - 7 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.09097447
Rs 6 - 7 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.06112909
Rs 6 - 7 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.0399137
Rs 7 - 8 Lakh / Yr,Rs 0 / Yr,0.068763716
Rs 7 - 8 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.018288222
Rs 7 - 8 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.008778347
Rs 7 - 8 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.07315289
Rs 7 - 8 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.057059254
Rs 7 - 8 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.0329188
Rs 7 - 8 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.020482809
Rs 7 - 8 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.014630578
Rs 7 - 8 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.027066569
Rs 7 - 8 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.018288222
Rs 7 - 8 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.016825165
Rs 7 - 8 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.004389173
Rs 7 - 8 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.014630578
Rs 7 - 8 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.001463058
Rs 7 - 8 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.002194587
Rs 7 - 8 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.035844916
Rs 7 - 8 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.0329188
Rs 7 - 8 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.005120702
Rs 7 - 8 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.001463058
Rs 7 - 8 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.000731529
Rs 7 - 8 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.000731529
Rs 7 - 8 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.067300658
Rs 7 - 8 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.035113387
Rs 7 - 8 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.002194587
Rs 7 - 8 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.000731529
Rs 7 - 8 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.002194587
Rs 7 - 8 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.064374543
Rs 7 - 8 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.011704462
Rs 7 - 8 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.000731529
Rs 7 - 8 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.101682516
Rs 7 - 8 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.120702268
Rs 7 - 8 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.07973665
Rs 7 - 8 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.057790783
Rs 8 - 9 Lakh / Yr,Rs 0 / Yr,0.052228412
Rs 8 - 9 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.01183844
Rs 8 - 9 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.012534819
Rs 8 - 9 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.114206128
Rs 8 - 9 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.071727019
Rs 8 - 9 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.052228412
Rs 8 - 9 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.029247911
Rs 8 - 9 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.026462396
Rs 8 - 9 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.02367688
Rs 8 - 9 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.016016713
Rs 8 - 9 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.016713092
Rs 8 - 9 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.006963788
Rs 8 - 9 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.017409471
Rs 8 - 9 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.002089136
Rs 8 - 9 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.003481894
Rs 8 - 9 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.037604457
Rs 8 - 9 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.027158774
Rs 8 - 9 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.01183844
Rs 8 - 9 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.003481894
Rs 8 - 9 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.000696379
Rs 8 - 9 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.004178273
Rs 8 - 9 Lakh / Yr,Rs 38 - 40 Lakh / Yr,0.000696379
Rs 8 - 9 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.039693593
Rs 8 - 9 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.036908078
Rs 8 - 9 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.001392758
Rs 8 - 9 Lakh / Yr,Rs 42 - 44 Lakh / Yr,0.001392758
Rs 8 - 9 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.001392758
Rs 8 - 9 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.000696379
Rs 8 - 9 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.076601671
Rs 8 - 9 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.007660167
Rs 8 - 9 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.002089136
Rs 8 - 9 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.086350975
Rs 8 - 9 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.057799443
Rs 8 - 9 Lakh / Yr,Rs 75 Lakh - 1 Crore / Yr,0.001392758
Rs 8 - 9 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.07729805
Rs 8 - 9 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.066852368
Rs 9 - 10 Lakh / Yr,"< Rs 50,000 / Yr",0.00248139
Rs 9 - 10 Lakh / Yr,Rs 0 / Yr,0.076923077
Rs 9 - 10 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.014888337
Rs 9 - 10 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.017369727
Rs 9 - 10 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.094292804
Rs 9 - 10 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.094292804
Rs 9 - 10 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.05707196
Rs 9 - 10 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.017369727
Rs 9 - 10 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.027295285
Rs 9 - 10 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.037220844
Rs 9 - 10 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.022332506
Rs 9 - 10 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.009925558
Rs 9 - 10 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.004962779
Rs 9 - 10 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.017369727
Rs 9 - 10 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.009925558
Rs 9 - 10 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.00248139
Rs 9 - 10 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.042183623
Rs 9 - 10 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.032258065
Rs 9 - 10 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.00248139
Rs 9 - 10 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.00248139
Rs 9 - 10 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.00248139
Rs 9 - 10 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.042183623
Rs 9 - 10 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.022332506
Rs 9 - 10 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.00248139
Rs 9 - 10 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.044665012
Rs 9 - 10 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.00248139
Rs 9 - 10 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.00248139
Rs 9 - 10 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.064516129
Rs 9 - 10 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.081885856
Rs 9 - 10 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.076923077
Rs 9 - 10 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.071960298
